1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5588, river, regions_unexplored:muddy_river, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
5589, river, regions_unexplored:muddy_river, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
5590, river, regions_unexplored:muddy_river, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5591, river, regions_unexplored:muddy_river, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5592, river, regions_unexplored:muddy_river, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5593, river, regions_unexplored:muddy_river, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5594, river, regions_unexplored:muddy_river, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5595, river, regions_unexplored:muddy_river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5596, river, regions_unexplored:muddy_river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5597, river, regions_unexplored:muddy_river, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5598, river, regions_unexplored:muddy_river, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5599, river, regions_unexplored:muddy_river, AMBIENT, minecraft:bat, 10, 8, 8
5600, river, regions_unexplored:muddy_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5601, river, regions_unexplored:muddy_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
5602, river, regions_unexplored:muddy_river, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5603, river, regions_unexplored:muddy_river, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5604, river, regions_unexplored:muddy_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
5605, ocean, regions_unexplored:rocky_reef, MONSTER, minecraft:spider, 80, 4, 4
5606, ocean, regions_unexplored:rocky_reef, MONSTER, minecraft:zombie, 80, 4, 4
5607, ocean, regions_unexplored:rocky_reef, MONSTER, minecraft:zombie_villager, 10, 1, 1
5608, ocean, regions_unexplored:rocky_reef, MONSTER, minecraft:skeleton, 80, 4, 4
5609, ocean, regions_unexplored:rocky_reef, MONSTER, minecraft:creeper, 80, 4, 4
5610, ocean, regions_unexplored:rocky_reef, MONSTER, minecraft:slime, 80, 4, 4
5611, ocean, regions_unexplored:rocky_reef, MONSTER, minecraft:witch, 5, 1, 1
5612, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5613, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5614, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5615, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5616, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5617, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5618, ocean, regions_unexplored:rocky_reef, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
5619, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
5620, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5621, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5622, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5623, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5624, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5625, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5626, ocean, regions_unexplored:rocky_reef, MONSTER, endermanoverhaul:ocean_enderman, 10, 1, 2
5627, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5628, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
5629, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5630, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
5631, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
5632, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5633, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5634, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
5635, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
5636, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5637, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5638, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5639, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5640, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5641, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5642, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5643, ocean, regions_unexplored:rocky_reef, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5644, ocean, regions_unexplored:rocky_reef, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5645, ocean, regions_unexplored:rocky_reef, AMBIENT, minecraft:bat, 10, 8, 8
5646, ocean, regions_unexplored:rocky_reef, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5647, ocean, regions_unexplored:rocky_reef, WATER_CREATURE, minecraft:squid, 10, 1, 3
5648, ocean, regions_unexplored:rocky_reef, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
5649, ocean, regions_unexplored:rocky_reef, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5650, ocean, regions_unexplored:rocky_reef, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5651, ocean, regions_unexplored:rocky_reef, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
5652, none, regions_unexplored:ashen_woodland, MONSTER, minecraft:creeper, 80, 4, 4
5653, none, regions_unexplored:ashen_woodland, MONSTER, minecraft:husk, 80, 4, 4
5654, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5655, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5656, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5657, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5658, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5659, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5660, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
5661, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5662, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5663, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5664, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5665, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5666, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5667, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5668, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
5669, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5670, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
5671, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
5672, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5673, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5674, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
5675, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
5676, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5677, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5678, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5679, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5680, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5681, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5682, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5683, none, regions_unexplored:ashen_woodland, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5684, none, regions_unexplored:ashen_woodland, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5685, none, regions_unexplored:ashen_woodland, AMBIENT, minecraft:bat, 10, 8, 8
5686, none, regions_unexplored:ashen_woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5687, none, regions_unexplored:ashen_woodland, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5688, none, regions_unexplored:ashen_woodland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5689, river, regions_unexplored:tropical_river, MONSTER, minecraft:spider, 80, 4, 4
5690, river, regions_unexplored:tropical_river, MONSTER, minecraft:zombie, 80, 4, 4
5691, river, regions_unexplored:tropical_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
5692, river, regions_unexplored:tropical_river, MONSTER, minecraft:skeleton, 80, 4, 4
5693, river, regions_unexplored:tropical_river, MONSTER, minecraft:creeper, 80, 4, 4
5694, river, regions_unexplored:tropical_river, MONSTER, minecraft:slime, 80, 4, 4
5695, river, regions_unexplored:tropical_river, MONSTER, minecraft:enderman, 5, 1, 4
5696, river, regions_unexplored:tropical_river, MONSTER, minecraft:witch, 5, 1, 1
5697, river, regions_unexplored:tropical_river, MONSTER, minecraft:drowned, 10, 1, 1
5698, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5699, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5700, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5701, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5702, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5703, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5704, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
5705, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5706, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5707, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5708, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5709, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5710, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5711, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5712, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
5713, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5714, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
5715, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
5716, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5717, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5718, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
5719, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
5720, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5721, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5722, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5723, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5724, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5725, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5726, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5727, river, regions_unexplored:tropical_river, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5728, river, regions_unexplored:tropical_river, CREATURE, minecraft:turtle, 10, 1, 1
5729, river, regions_unexplored:tropical_river, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5730, river, regions_unexplored:tropical_river, AMBIENT, minecraft:bat, 10, 8, 8
5731, river, regions_unexplored:tropical_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5732, river, regions_unexplored:tropical_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
5733, river, regions_unexplored:tropical_river, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5734, river, regions_unexplored:tropical_river, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5735, river, regions_unexplored:tropical_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
5736, river, regions_unexplored:tropical_river, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
5737, none, regions_unexplored:tropics, MONSTER, minecraft:ocelot, 10, 1, 1
5738, none, regions_unexplored:tropics, MONSTER, minecraft:spider, 80, 4, 4
5739, none, regions_unexplored:tropics, MONSTER, minecraft:zombie, 80, 4, 4
5740, none, regions_unexplored:tropics, MONSTER, minecraft:zombie_villager, 10, 1, 1
5741, none, regions_unexplored:tropics, MONSTER, minecraft:skeleton, 80, 4, 4
5742, none, regions_unexplored:tropics, MONSTER, minecraft:creeper, 80, 4, 4
5743, none, regions_unexplored:tropics, MONSTER, minecraft:slime, 80, 4, 4
5744, none, regions_unexplored:tropics, MONSTER, minecraft:enderman, 5, 1, 4
5745, none, regions_unexplored:tropics, MONSTER, minecraft:witch, 5, 1, 1
5746, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5747, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5748, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5749, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5750, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5751, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5752, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
5753, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5754, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5755, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5756, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5757, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5758, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5759, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5760, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
5761, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5762, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
5763, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
5764, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5765, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5766, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
5767, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
5768, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5769, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5770, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5771, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5772, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5773, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5774, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5775, none, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5776, none, regions_unexplored:tropics, CREATURE, minecraft:sheep, 12, 4, 4
5777, none, regions_unexplored:tropics, CREATURE, minecraft:pig, 10, 4, 4
5778, none, regions_unexplored:tropics, CREATURE, minecraft:chicken, 10, 4, 4
5779, none, regions_unexplored:tropics, CREATURE, minecraft:cow, 10, 4, 4
5780, none, regions_unexplored:tropics, CREATURE, minecraft:chicken, 10, 4, 4
5781, none, regions_unexplored:tropics, CREATURE, minecraft:parrot, 40, 1, 2
5782, none, regions_unexplored:tropics, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5783, none, regions_unexplored:tropics, AMBIENT, minecraft:bat, 10, 8, 8
5784, none, regions_unexplored:tropics, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5785, none, regions_unexplored:tropics, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5786, none, regions_unexplored:tropics, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5787, icy, regions_unexplored:cold_boreal_taiga, MONSTER, minecraft:spider, 80, 4, 4
5788, icy, regions_unexplored:cold_boreal_taiga, MONSTER, minecraft:zombie, 80, 4, 4
5789, icy, regions_unexplored:cold_boreal_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
5790, icy, regions_unexplored:cold_boreal_taiga, MONSTER, minecraft:skeleton, 20, 4, 4
5791, icy, regions_unexplored:cold_boreal_taiga, MONSTER, minecraft:slime, 80, 4, 4
5792, icy, regions_unexplored:cold_boreal_taiga, MONSTER, minecraft:witch, 5, 1, 1
5793, icy, regions_unexplored:cold_boreal_taiga, MONSTER, minecraft:stray, 80, 4, 4
5794, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5795, icy, regions_unexplored:cold_boreal_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
5796, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5797, icy, regions_unexplored:cold_boreal_taiga, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
5798, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5799, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5800, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5801, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5802, icy, regions_unexplored:cold_boreal_taiga, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
5803, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
5804, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5805, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5806, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
5807, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5808, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5809, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
5810, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5811, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
5812, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5813, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
5814, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
5815, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5816, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5817, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
5818, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
5819, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
5820, icy, regions_unexplored:cold_boreal_taiga, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
5821, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5822, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5823, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5824, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5825, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5826, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5827, icy, regions_unexplored:cold_boreal_taiga, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
5828, icy, regions_unexplored:cold_boreal_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
5829, icy, regions_unexplored:cold_boreal_taiga, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5830, icy, regions_unexplored:cold_boreal_taiga, AMBIENT, minecraft:bat, 10, 8, 8
5831, icy, regions_unexplored:cold_boreal_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5832, icy, regions_unexplored:cold_boreal_taiga, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5833, icy, regions_unexplored:cold_boreal_taiga, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5834, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:spider, 80, 4, 4
5835, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:zombie, 80, 4, 4
5836, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
5837, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:skeleton, 20, 4, 4
5838, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:slime, 80, 4, 4
5839, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:witch, 5, 1, 1
5840, none, regions_unexplored:cold_deciduous_forest, MONSTER, minecraft:stray, 80, 4, 4
5841, none, regions_unexplored:cold_deciduous_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5842, none, regions_unexplored:cold_deciduous_forest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
5843, none, regions_unexplored:cold_deciduous_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5844, none, regions_unexplored:cold_deciduous_forest, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
5845, none, regions_unexplored:cold_deciduous_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5846, none, regions_unexplored:cold_deciduous_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5847, none, regions_unexplored:cold_deciduous_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5848, none, regions_unexplored:cold_deciduous_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
5849, none, regions_unexplored:cold_deciduous_forest, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
5850, none, regions_unexplored:cold_deciduous_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
